power_id,bts_id,latitude,longitude,coverage_radius_m,pop_in_buffer_total,pop_in_buffer_in_outage,total_cost_vnd,deployment_time_hr
POWER_0063,5127,16.46708360346498,107.778748848885,2500.0,5221.794921875,0.5518230199813843,125371.098969282,0.2677133486958613
POWER_0134,5136,16.706250269174983,107.359582183895,1000.0,911.7412109375,31.60454559326172,205513.7458086517,0.5751618166445827
POWER_0114,5143,16.365416937204984,107.737082182385,2500.0,15710.7158203125,1719.262939453125,140883.09163313292,0.278077758699481
POWER_0013,5148,16.40708360370498,107.630415516145,2500.0,11858.23828125,477.4267578125,1708390.1414359526,0.2006169849319228
POWER_0093,5202,16.469583603454986,107.554582183115,1000.0,14613.9560546875,14613.9560546875,1722970.0572504133,0.1125593293883263
POWER_0020,5222,16.151250271394982,107.724582182435,1000.0,1225.3306884765625,713.2544555664062,1811781.481936988,1.0886296333925087
POWER_0118,5268,16.15708360511329,107.70999884922657,1000.0,1716.7891845703125,1716.7891845703125,210522.4758309294,0.7936845341319521
POWER_0146,5448,16.422083603644985,107.467082183465,2500.0,864.991943359375,40.266456604003906,153037.81790595065,0.5128559609053098
POWER_0104,5570,16.499583603750853,107.50416551671128,1000.0,1746.605224609375,0.0,1718230.626327894,0.2617040680870932
POWER_0025,5577,16.52708360322498,107.449582183535,1000.0,2062.656982421875,140.34585571289062,1726890.3495656578,0.2316919793962369
POWER_0112,5590,16.430416936944994,107.59708218294502,2500.0,62206.953125,8169.2099609375,150941.34964747122,0.3085126268557853
POWER_0147,5616,16.486250270054985,107.609582182895,1000.0,13146.095703125,0.0,123617.67327001053,0.1052155650311861
POWER_0043,5623,16.279583604214984,107.798748848805,2500.0,2983.91650390625,1392.871826171875,99481.14543507143,0.0934977231592857
POWER_0080,5694,16.431250270274983,107.799582182135,2500.0,15546.91015625,0.0,1802985.3911609687,0.6432272787216581
POWER_0124,5852,16.55875026976498,107.492915516695,1000.0,3432.740234375,0.0,95510.23686157382,0.0606945653782185
POWER_0007,5925,16.68958360257498,107.34374885062502,1000.0,298.1285400390625,278.4883117675781,1709344.7530715703,0.2424131775477548
POWER_0053,5990,16.555416936444978,107.434582183595,1000.0,1497.1011962890625,478.8212585449219,1706835.6794052161,0.2032686752808555
POWER_0027,6057,16.37041693718498,107.705415515845,2500.0,12872.9169921875,1483.52880859375,127399.00255754063,0.2391903916469409
POWER_0070,6138,16.125416938164975,107.672082182645,2500.0,5134.5029296875,4861.69091796875,241667.47181358107,0.9258706175546528
POWER_0054,6150,16.41291693701498,107.588748849645,2500.0,17597.484375,0.0,1701098.2493806055,0.1470033724596333
POWER_0083,6201,16.422083603644975,107.692082182565,2500.0,25380.357421875,1355.34326171875,99370.26949291301,0.0754313329599314
POWER_0095,6268,16.472916936774983,107.768748848925,2500.0,6010.3203125,626.7916259765625,1809915.870956518,0.7004790683370641
POWER_0003,6298,16.495416936684983,107.623748849505,1000.0,7796.134765625,354.46160888671875,115911.16174249206,0.1393381596962946
POWER_0085,6319,16.53041693654499,107.524582183235,2500.0,19713.939453125,3553.959228515625,299043.31459141773,0.9988734307543058
POWER_0148,6335,16.09958360493498,107.355415517245,1000.0,942.347412109375,938.71435546875,221748.1528810719,1.1035295238001592
POWER_0145,6341,16.383750270464972,107.801248848795,2500.0,6909.638671875,1482.251220703125,1839535.765900918,0.89399143339798
